"","year_harvest","yield_anomaly","NUMD","IRR","ETP_1","ETP_2","ETP_3","ETP_4","ETP_5","ETP_6","ETP_7","ETP_8","ETP_9","PR_1","PR_2","PR_3","PR_4","PR_5","PR_6","PR_7","PR_8","PR_9","RV_1","RV_2","RV_3","RV_4","RV_5","RV_6","RV_7","RV_8","RV_9","SeqPR_1","SeqPR_2","SeqPR_3","SeqPR_4","SeqPR_5","SeqPR_6","SeqPR_7","SeqPR_8","SeqPR_9","Tn_1","Tn_2","Tn_3","Tn_4","Tn_5","Tn_6","Tn_7","Tn_8","Tn_9","Tx_1","Tx_2","Tx_3","Tx_4","Tx_5","Tx_6","Tx_7","Tx_8","Tx_9"
"758",36,-0.155498584690291,14,1,0.574404,0.605792,1.30082,2.06946,2.4083,3.627,3.73738,2.36905,1.61521,3.11233,2.25657,1.61461,3.72637,3.59961,1.53623,3.20337,2.93735,2.9077,36.4819,54.3422,87.1594,139.934,161.097,221.056,217.755,146.782,106.794,0.695179,0.602729,0.503443,0.640075,0.635013,0.140075,0.48967,0.423342,0.701873,4.32301,2.31177,5.27975,5.3072,9.17332,11.0117,14.2968,13.0369,10.4485,8.278,7.77751,11.3772,11.4971,15.6922,19.0913,23.1809,20.9701,16.7373
"1763",2,0.268733810226431,33,4,0.366551,0.536181,1.17055,2.14505,2.92921,3.63304,2.81149,2.80115,1.65171,2.44082,1.17274,2.36555,0.924308,1.46976,1.97112,2.82221,3.32071,2.58922,52.9683,68.1254,110.065,177.929,214.562,234.931,184.271,194.927,134.222,0.422834,0.366802,0.494624,0.245752,0.312777,0.172876,0.459203,0.516445,0.499673,1.38988,2.62811,6.29602,5.84222,10.8227,14.8263,14.3679,14.1796,11.3467,7.92237,11.3042,14.2128,14.7692,21.5769,23.7424,21.9128,22.5726,20.0857
"707",42,-1.47625643667937,13,5,0.972093,1.48217,2.32936,2.66719,3.86429,4.93317,5.17825,4.25151,3.15613,0.189498,0.151855,1.28686,2.98542,0.978111,1.16374,0.569239,0.322567,2.83594,78.4363,111.745,158.534,174.15,230.468,262.925,265.254,230.485,181.92,0.20771,0.0285955,0.22502,0.422358,0.234854,0.171545,0.11251,0.0715972,0.179268,1.01044,3.89286,4.92113,8.37633,13.4416,16.2619,16.6701,18.2789,14.1768,9.64312,13.4469,15.6912,17.2084,22.9935,26.3963,26.9856,29.5793,25.404
"2942",53,1.56970252607199,54,2,0.357843,0.544442,1.30245,2.98306,3.4963,3.38563,3.24366,3.44008,2.19533,0.64917,1.49154,1.71246,0.324025,1.28612,2.17049,3.6472,2.62648,1.43732,59.1048,81.6849,139.711,228.894,240.748,225.489,218.66,220.535,167.931,0.238375,0.421614,0.345203,0.167532,0.306242,0.487013,0.556766,0.434018,0.212987,-0.905728,-0.0323408,2.18358,6.58432,10.271,12.1605,12.3048,14.2536,11.284,4.68002,7.76344,11.293,18.2303,20.9134,20.722,20.4525,24.7177,22.2793
"1318",56,1.97069817219048,24,3,0.473336,0.932494,1.96192,2.71439,3.26263,4.28482,4.15111,3.37382,2.86834,4.54355,5.371,1.37232,1.94423,4.07776,1.82105,2.58155,3.57815,0.683022,41.7471,74.9376,159.418,197.071,219.855,258.441,246.567,217.027,187.948,0.74832,0.727679,0.416667,0.360417,0.631048,0.348264,0.47547,0.530914,0.116667,5.36569,4.64536,4.12019,7.27985,9.38507,13.8773,15.7252,12.9404,12.602,9.54239,9.88049,13.3193,15.7425,16.8049,22.5132,24.1188,21.2353,23.0295
"1256",51,0.644544107231393,23,1,0.344258,0.613413,1.62202,1.90974,3.14732,4.05316,4.02102,3.74533,2.37601,2.40062,1.2298,1.22049,4.07519,2.329,3.20857,2.76104,1.82035,1.42605,63.2859,94.6847,169.277,173.24,234.441,282.857,270.067,248.48,186.212,0.385694,0.550078,0.38885,0.506884,0.480365,0.362319,0.435133,0.335905,0.396377,-1.78213,-0.796728,1.0594,5.46181,10.0505,11.8091,13.3009,13.4564,9.67133,4.74109,6.43206,10.2772,14.0072,18.9397,20.4362,22.7025,24.6691,20.3137
"3822",23,-0.332453427017669,71,1,0.39112,0.491419,0.86958,1.68324,1.41587,2.58718,2.7559,2.63078,1.49545,2.61246,1.85453,3.5155,1.68172,5.29624,1.23013,1.37805,0.586861,3.71987,42.5648,74.5833,71.0458,141.882,113.56,177.024,178.675,199.97,123.312,0.645161,0.337174,0.759972,0.292115,0.858481,0.4,0.382588,0.179674,0.491756,1.92608,-0.676601,6.30706,4.99896,8.22946,10.2636,12.3432,12.1714,10.4008,6.66167,4.58429,11.4509,12.4966,14.6285,17.8523,19.9619,22.6197,19.4876
"2184",39,1.79007195820561,40,1,0.347821,0.719974,1.44861,2.44777,2.99162,2.54835,2.9621,2.82164,2.15216,1.28205,3.46604,0.84142,1.39694,2.63447,5.42397,2.67907,2.75968,1.14553,41.4351,68.5631,133.079,205.072,207.887,172.936,198.608,178.992,154.289,0.304878,0.476481,0.308025,0.215854,0.457514,0.687805,0.612116,0.463415,0.208943,-3.504,1.38322,3.11046,2.60606,9.65048,12.2693,13.6189,15.9328,9.60414,1.34647,8.18843,12.8753,14.6576,18.7069,20.1114,22.0858,26.3106,21.7902
"238",10,0.31433917417324,5,2,0.866598,0.443359,1.50848,2.19214,2.52363,3.38662,4.19726,2.8049,1.88192,0.282854,8.4847,1.04007,3.11205,4.75161,3.1092,0.862497,4.4063,5.14415,90.6166,73.6391,161.488,203.459,213.844,251.154,288.263,212.703,174.35,0.0365912,0.610396,0.103033,0.305473,0.548869,0.508458,0.110737,0.35869,0.337313,-2.25956,0.281787,1.7485,4.53544,7.39948,10.7229,13.7481,11.9285,10.069,3.07039,3.9862,7.47676,10.4305,12.4048,15.6898,19.864,17.6265,15.6506
"4486",23,0.22176166803755,83,3,0.423913,0.577094,1.00936,1.93544,1.98904,2.6088,2.71171,2.79614,1.81358,2.41995,1.22108,2.19918,0.979068,3.25803,2.56742,1.53388,0.833466,2.90808,33.7331,67.7668,62.355,135.121,130.911,158.555,162.579,181.214,123.935,0.679655,0.342291,0.698179,0.368647,0.724689,0.458086,0.553817,0.208879,0.456766,1.4311,-0.400171,5.82279,4.78252,8.39103,10.1159,12.5044,11.4999,10.1496,5.62378,4.24102,11.2448,11.7229,15.1642,16.7234,19.0946,21.4818,19.1514
"377",51,0.0974040972226504,7,1,0.308128,0.319957,1.22059,2.20651,2.71852,3.55088,3.38807,3.29874,1.88518,2.53228,2.02397,2.41665,2.30402,2.45775,2.65617,2.82569,1.19854,1.1519,50.3222,45.8254,116.92,170.546,191.071,232.998,209.504,205.98,133.738,0.328156,0.570106,0.366388,0.445679,0.520112,0.416872,0.606133,0.0808443,0.288066,-3.22707,-0.178464,1.65226,7.45997,9.09691,11.2071,13.7717,13.0457,10.3221,2.216,4.80871,9.5362,15.9122,18.0204,20.0522,22.4329,24.4356,19.8772
"4223",35,-0.00847676337732217,78,3,0.497045,0.781527,1.54237,1.84839,2.68695,3.65214,3.57212,3.35935,1.88727,2.88872,0.265431,0.123721,2.91001,2.33925,2.81534,1.20671,0.242902,2.99203,36.8052,69.8733,131.658,131.73,174.315,220.448,209.098,206.699,124.107,0.533904,0.09293,0.0348914,0.67483,0.564516,0.361225,0.311389,0.100066,0.52517,4.69534,0.629884,2.6795,6.5765,10.1086,13.4677,13.1413,12.2229,10.2865,9.17514,5.65348,11.8721,14.7172,17.7434,21.5472,21.3141,23.2282,18.4711
"1875",57,-0.224042359032914,34,4,0.557516,1.04658,1.46818,2.76293,3.34323,4.63927,4.58753,3.45027,2.61016,3.17287,3.12398,1.64551,1.2588,1.40347,1.67303,0.601451,2.96386,1.974,42.0741,88.6214,110.533,183.009,202.303,259.791,249.085,192.578,161.545,0.631482,0.381781,0.509392,0.203165,0.332789,0.225527,0.128828,0.35096,0.3673,2.7523,2.18606,6.05275,8.66438,11.9864,15.618,17.171,16.2358,11.4715,8.69858,8.80673,12.8304,18.2983,19.9147,25.4452,27.0063,25.8232,21.0651
"2825",50,0.40024197429319,52,5,0.709107,1.3602,1.46468,2.4875,2.65665,3.66164,4.33454,3.39335,2.40971,4.54475,1.21279,4.7754,3.53624,3.85604,3.09189,1.64091,2.23964,2.0296,48.674,106.878,108.015,164.874,167.817,212.269,244.457,195.222,152.023,0.681646,0.324851,0.735929,0.657471,0.672525,0.618161,0.360845,0.409344,0.384138,3.90774,3.84199,5.64293,6.48496,11.8881,14.4208,14.8143,14.6099,10.3522,11.0131,14.6664,12.5944,16.3902,20.8939,22.5154,24.8984,24.9876,22.5115
"1055",2,-0.853219230097701,20,2,0.538275,0.734385,1.16825,2.1246,2.79516,4.29087,4.37649,3.98334,2.10959,3.85223,6.43668,6.89386,2.22572,0.668778,0.610729,0.0912856,0.265349,2.17472,64.7891,77.9927,128.436,203.526,228.124,295.45,292.868,264.979,171.805,0.514663,0.519331,0.718475,0.484848,0.320137,0.243939,0.0493646,0.0703812,0.443939,3.72056,4.99128,5.88808,6.84345,10.9328,15.9404,16.0341,16.3421,13.7402,9.00357,9.73365,11.1009,12.6026,16.6962,21.7348,21.7914,22.726,19.7426
"891",9,0.0281726003440808,17,4,0.547704,1.00839,1.55816,2.55681,2.79541,3.95254,4.3597,3.05254,1.86041,1.36429,3.01786,1.43959,2.11029,3.39584,1.21221,0.639944,1.821,2.55458,46.3526,75.2616,114.529,187.312,183.576,245.858,255.285,193.009,129.925,0.309677,0.321429,0.353079,0.190303,0.528152,0.151515,0.14956,0.256598,0.375152,2.77199,4.58792,5.66613,6.02235,10.1569,12.8699,16.1572,14.6434,12.4015,7.2392,9.9512,12.3999,14.1545,17.1055,21.313,24.6551,23.2575,20.1397
"4189",1,-1.42408330329774,78,3,0.527802,0.796946,1.35276,2.01911,3.11181,3.68236,4.43706,3.41944,2.71722,3.04729,0.128408,1.64201,2.90698,1.60744,1.53568,0.48944,0.934791,0.408446,51.6181,88.0733,112.728,141.993,209.27,230.351,263.699,207.164,179.976,0.544766,0.0437318,0.498683,0.567007,0.289664,0.298639,0.245556,0.203423,0.106803,0.359803,0.251179,3.47749,5.28248,9.65937,11.4176,14.4108,13.3053,10.3493,6.05156,8.82645,12.7266,14.3639,19.1857,22.3619,26.509,24.386,24.5589
"4270",25,-1.00899256819325,79,2,0.20709,0.291052,0.945386,1.13027,1.42505,2.90815,4.31072,2.48269,1.84961,3.70936,4.77821,2.0017,7.32299,7.73362,2.34149,0.888462,2.69397,4.17158,65.8094,89.656,148.137,138.322,158.181,245.579,298.025,206.006,180.399,0.294931,0.450437,0.310402,0.668027,0.743581,0.341837,0.123436,0.5553,0.315986,-2.54882,-6.94067,-1.56273,-0.156016,2.85204,8.5781,12.8135,9.70135,7.53592,1.93475,-2.85143,3.83535,4.97301,7.382,14.1778,20.5727,16.0957,13.9723
"965",26,-0.673401194327823,18,2,0.419733,0.680336,1.26541,2.84315,1.8162,3.42324,4.2709,2.92118,1.35929,3.62637,1.4198,1.06123,0.540956,4.22775,1.95762,0.912983,2.08751,3.79821,28.3434,72.2937,126.505,212.418,145.409,234.347,256.982,191.935,98.778,0.657397,0.513971,0.346218,0.0965517,0.67297,0.307759,0.139321,0.355395,0.667241,1.38805,0.155194,0.311147,3.22748,6.44607,11.4517,13.2929,12.7321,10.078,6.20805,5.95953,9.68051,15.3846,13.6974,20.4243,24.6495,23.2022,17.8359
"3852",53,0.44619793076647,71,1,0.30693,0.542442,1.52371,2.80174,3.29701,3.75972,3.6417,2.81335,2.15382,1.89523,1.5828,0.846664,0.228417,0.529233,2.23174,2.58987,3.76523,1.89864,46.3926,61.2432,136.786,201.457,230.097,234.555,227.5,181.069,146.099,0.457856,0.518433,0.35796,0.157348,0.282345,0.570968,0.485605,0.609435,0.532975,1.71936,3.51084,3.59632,7.06255,8.31503,11.3205,11.7494,12.8435,11.5443,5.78072,8.50473,12.0029,18.2252,18.3558,19.4937,19.7887,20.8854,20.7708
"2466",33,-0.522718404502962,46,3,0.688201,1.06952,1.59666,2.96384,4.28227,4.27459,5.02782,4.54798,2.6966,1.5558,2.54097,5.29497,1.72887,1.3636,1.04219,0.540633,1.37575,2.3585,66.5455,94.0954,123.621,207.944,247.552,252.834,279.335,249.332,175.56,0.183804,0.329241,0.559812,0.189931,0.223454,0.216667,0.0372984,0.190188,0.249306,2.5993,1.40964,7.70746,6.57679,10.2711,14.5347,18.8018,18.7391,15.917,8.84014,8.53943,13.9421,15.1248,18.0123,22.1983,27.9224,29.2532,24.8658
"3713",28,0.00419662630152562,69,2,0.629569,0.764646,1.22127,1.67631,3.22409,4.18278,3.41635,2.73528,1.87365,3.21143,0.0931061,3.28753,2.4841,1.09738,2.22264,1.21999,1.84997,1.90283,31.1894,83.2352,103.116,120.448,199.456,243.484,200.098,161.001,129.679,0.75561,0.0632764,0.482468,0.626812,0.519635,0.42971,0.320126,0.468093,0.141304,1.33613,-5.55752,1.84807,3.46312,9.29416,13.0194,13.748,12.2088,8.59779,5.16585,0.113273,7.86522,9.17039,16.7902,20.6519,21.123,19.8449,16.4442
"1577",39,1.09404807402863,29,2,0.290635,0.88522,1.56349,2.64878,3.03741,2.70769,3.60181,2.841,2.17624,0.385469,2.79072,0.303151,0.576077,2.69035,5.52072,0.733629,2.89508,0.398697,38.2424,57.0514,119.303,196.1,189.737,163.478,208.868,160.568,144.915,0.325736,0.600932,0.342567,0.151449,0.607994,0.754348,0.423913,0.408485,0.151449,-1.44769,4.03904,5.19501,3.51238,8.70774,11.9167,12.7176,16.154,9.25295,1.9744,9.60243,12.1986,13.7616,16.9556,18.2717,21.1366,25.4113,21.1667
"1396",20,-0.437488945342666,26,1,0.179076,0.216807,0.684673,1.22231,1.78751,2.64752,2.54034,2.39507,1.65082,4.23896,5.96718,5.59723,2.75184,3.82658,3.48806,3.98257,4.10402,2.78785,34.6814,44.9702,82.1803,139.84,157.173,209.073,193.203,202.201,159.159,0.643528,0.823689,0.561454,0.590717,0.602695,0.565823,0.541854,0.367089,0.296203,-1.28638,-1.45625,1.65824,2.59839,7.36999,9.91359,11.8698,10.5084,8.42107,1.81319,2.9687,7.7934,9.59401,13.4637,17.6875,19.1376,19.0601,17.2155
"2181",36,0.5860336400573,40,1,0.309574,0.499999,1.16432,1.48114,2.29027,3.57278,3.8407,2.91384,1.16911,5.61759,3.67061,2.37607,3.28533,3.70509,2.17914,2.1721,1.81716,5.03108,32.7172,61.0018,98.9868,131.387,170.722,234.535,239.316,191.519,95.5227,0.744689,0.510017,0.528718,0.622764,0.657356,0.549187,0.31786,0.444138,0.674797,0.675856,0.294934,5.39092,3.77878,9.58066,12.6539,16.9391,14.7024,10.754,5.25617,6.29648,12.3635,11.2187,17.6247,21.6335,26.8346,24.4419,17.4197
"5097",52,0.299129260895857,94,2,0.30744,0.60734,1.39142,2.68394,3.06746,3.52131,3.68779,2.61984,1.98388,1.50127,2.14055,1.38047,0.464834,1.05107,2.82895,1.77434,1.7547,1.73521,39.2941,59.2238,123.815,205.094,214.964,221.974,222,163.562,138.849,0.456989,0.662698,0.348566,0.178704,0.281362,0.330556,0.240143,0.49552,0.413889,-1.88152,1.06718,2.9501,4.74935,7.76984,12.6654,15.2455,12.9042,9.17839,2.45471,5.58999,10.7056,15.673,16.1614,21.7777,25.2662,21.964,20.0813
"3142",25,0.34771102528859,58,5,0.46514,0.588521,1.36516,1.77754,2.35925,3.71635,4.20899,2.99377,2.40754,0.628779,3.73744,1.41129,2.67126,2.69232,1.93335,1.0117,3.19572,0.96828,60.4644,78.5799,129.41,142.728,173.078,236.954,253.42,194.741,175.668,0.27944,0.47074,0.365332,0.567068,0.56199,0.190361,0.242907,0.508745,0.130924,2.1893,1.56261,4.26488,6.3419,9.1307,14.3032,18.2453,15.6165,13.0705,7.98066,7.03254,12.0961,15.3264,17.388,23.7249,28.6982,24.7562,23.3985
"2345",35,0.793556722179886,43,4,0.422898,0.795261,1.30931,1.37867,2.41413,3.62921,3.78907,3.46739,1.56055,0.128316,0.242269,0.835574,5.41678,3.18574,2.97102,2.09544,1.86032,6.41285,87.7371,126.369,168.37,152.222,214.813,274.01,280.58,248.968,152.352,0.066643,0.0800628,0.172634,0.662637,0.589153,0.400366,0.283587,0.354839,0.562637,-4.05097,-6.42028,-4.76112,-0.88689,3.55874,7.35638,7.63749,9.34792,4.19848,3.95324,2.5333,4.39556,6.60636,11.3471,15.8108,17.011,20.0979,12.3086
"1811",50,0.724609903257182,33,4,0.632005,1.30259,1.58697,2.54578,2.73041,3.9563,4.51703,3.62746,2.54826,3.33975,0.496536,3.19623,2.76854,3.11957,2.63592,1.50075,1.88879,1.3286,55.0892,116.207,127.357,187.903,187.011,238.821,261.676,215.848,171.04,0.648956,0.229547,0.611638,0.533333,0.487982,0.556863,0.216319,0.285579,0.247712,3.90509,3.99821,5.13057,6.48881,11.6934,14.6258,15.3776,15.1134,11.2979,10.1467,14.0373,11.6728,15.9744,20.3139,22.6609,25.12,24.9589,22.3068
"448",8,0.238712115085911,9,2,0.414578,0.684945,1.12721,1.65216,2.93593,3.38588,2.70564,2.3934,2.11817,2.22251,3.35761,1.16437,2.04298,1.85524,2.28606,2.74499,2.74074,1.19931,44.0158,47.851,108.73,130.535,201.83,213.848,175.373,157.895,156.974,0.467056,0.56003,0.317776,0.619858,0.33871,0.403546,0.569664,0.473576,0.158865,-2.30574,5.28373,0.84208,6.53693,8.964,12.9824,12.2409,11.9521,10.4732,3.06231,10.7767,8.91222,14.8057,17.4473,21.5983,19.8031,20.721,20.1854
"98",41,1.46662743393299,2,2,0.506453,0.741548,1.38922,2.34399,3.47768,3.76023,4.18316,3.0786,2.28148,2.5441,2.22465,1.7914,2.34919,1.1572,2.13702,2.0322,2.09545,2.84032,43.5643,73.0689,117.573,170.331,224.512,234.296,241.477,185.57,138.949,0.67657,0.56109,0.524618,0.59152,0.267968,0.548538,0.34069,0.485569,0.531579,2.85661,1.06698,3.61842,6.26654,10.5601,11.1125,14.6214,13.646,13.1668,7.13298,5.65268,11.1194,13.4779,19.1629,19.3626,24.0823,23.1556,21.3837
"3619",48,-0.647396804095363,67,1,0.335979,0.402462,1.11076,2.10346,2.848,4.50045,4.90997,2.35821,2.06183,0.831291,2.09457,3.18629,0.921923,3.24061,1.39061,0.886659,5.31905,1.8184,51.9372,66.4622,118.812,188.369,203.694,293.182,273.146,163.503,149.025,0.207661,0.479167,0.597782,0.394792,0.625336,0.330556,0.275202,0.811828,0.358333,-2.91455,-0.97627,0.417284,4.30785,9.70963,12.3099,17.9778,12.6,13.192,1.69862,3.17005,7.23302,13.3116,17.2436,23.1299,28.9026,19.0865,22.5986
"2060",28,-2.1802923988091,38,1,0.312487,0.33756,0.978345,0.764682,1.97439,3.0397,3.88704,2.67484,1.90639,2.54077,1.72806,1.22412,5.96204,2.97742,1.35113,1.28425,1.8545,2.98687,41.1847,56.0422,115.15,79.3991,171.342,221.345,265.436,197.02,158.62,0.687893,0.524583,0.500209,0.885714,0.541684,0.412121,0.150817,0.359447,0.28961,-2.67575,-5.93805,-0.651348,0.73906,7.529,10.2426,11.7047,10.1989,8.6757,2.8366,0.0206397,7.30244,6.02616,16.1921,19.2327,22.1653,21.1235,18.7081
"3948",45,-2.33117057110933,73,2,0.297733,0.73016,1.54508,2.36656,3.09391,4.03707,4.14346,3.57523,1.98972,2.93934,1.80626,1.12716,1.38445,1.34094,2.05746,2.1796,2.79883,2.05142,53.0348,91.6046,157.404,192.647,224.17,249.448,259.787,214.486,159.026,0.614477,0.336818,0.160504,0.374797,0.554944,0.433333,0.391031,0.452924,0.433604,-2.93729,-2.48792,1.64104,3.86337,8.39185,15.692,14.0466,16.2723,8.59011,2.22864,3.80951,12.9461,14.0837,17.2244,26.1042,24.147,28.2619,19.0977
"5051",54,-0.392906216140861,93,1,0.334548,0.699852,1.84705,2.04531,3.42511,3.71541,4.0753,4.03218,2.57825,2.21731,0.54899,1.05443,3.63076,2.95288,2.75761,2.59092,0.351815,2.05442,48.2274,102.897,156.548,170.907,239.851,248.392,260.025,250.39,188.247,0.534992,0.276447,0.248496,0.586441,0.52269,0.719492,0.544833,0.220886,0.287006,2.414,-4.02195,3.49893,4.77119,10.4408,12.9027,13.9158,15.1631,9.25734,6.86842,3.23384,14.1595,12.8789,18.7989,20.5799,22.4364,25.8969,21.1099
"2287",28,-1.26857578171219,42,1,0.177702,0.405637,0.913627,1.36689,2.37617,3.64741,4.05823,2.9055,2.16415,5.883,2.78921,3.57844,6.20553,2.87543,0.929638,0.615954,2.06358,3.36995,41.0749,70.8345,115.336,134.322,189.443,247.027,262.674,208.645,169.617,0.901372,0.522578,0.406377,0.722605,0.426029,0.289272,0.139043,0.299221,0.322222,2.15294,-1.71914,2.58097,3.0763,9.72975,13.1828,14.6776,12.5832,11.6518,5.82348,3.51379,9.63844,8.6223,17.1262,20.6297,23.4276,21.6838,20.1709
"4043",26,0.706644455695064,75,4,0.698239,1.11052,1.64514,2.64878,2.55892,4.05032,5.43504,3.56286,2.70064,1.56834,1.39333,3.63904,1.44878,4.31357,1.93524,0.0834684,1.81847,3.31973,67.513,97.4975,145.494,218.702,192.637,260.457,289.533,217.149,176.706,0.393241,0.323481,0.433692,0.159259,0.534562,0.415344,0.047107,0.306196,0.25873,1.98425,-0.0914257,1.1159,5.37797,5.70662,11.9843,15.929,14.6255,11.0218,6.2234,4.22636,5.75462,10.5962,10.2936,17.7066,22.5856,21.1503,17.4806
"493",53,2.00428555692101,9,2,0.36265,0.573142,1.60924,2.7303,3.43589,3.36777,3.24884,2.85959,2.1811,1.37444,0.860297,1.10591,0.675494,0.971564,2.43267,2.67927,2.72997,0.952123,40.1499,56.6503,144.758,204.133,234.645,203.54,201.39,182.93,147.906,0.391558,0.523936,0.319492,0.179787,0.127316,0.567021,0.546328,0.568977,0.420922,0.863995,1.69472,2.90808,7.12326,9.80481,12.9062,12.8249,14.6094,11.6591,5.52796,7.65622,13.3301,19.4173,21.4213,22.0982,21.278,23.3065,22.3944
"30",30,0.318667315636856,1,3,0.353615,0.622176,0.678238,1.72984,1.9196,3.11392,3.78671,3.12481,1.75973,4.85086,4.2303,5.66996,2.22914,5.51128,2.32256,3.66873,2.24685,2.99981,29.9011,70.4634,76.9666,154.445,151.68,223.488,250.175,212.83,145.602,0.682679,0.559595,0.756662,0.498188,0.735624,0.536594,0.471949,0.326438,0.336232,2.76048,-0.265111,1.54451,5.77096,10.5587,11.8331,13.2327,13.371,9.81869,7.48919,5.92201,7.82636,15.0792,17.7919,20.9606,23.2963,24.7744,19.7355
"961",22,-0.197509977578096,18,2,0.315294,0.546948,0.988016,2.0032,2.79821,2.62777,2.78196,2.99503,2.13477,2.25705,2.53583,2.73833,0.592985,2.55142,2.92762,2.79933,0.838807,1.31888,42.496,57.9311,93.3723,160.951,203.087,181.053,184.415,190.041,156.621,0.425473,0.43044,0.421858,0.349138,0.449388,0.585057,0.401279,0.278643,0.225,-0.872679,3.32136,2.43837,3.88309,7.11758,11.2371,12.1565,13.663,10.6967,3.58907,8.535,9.27732,12.4665,16.6229,18.3301,20.0676,23.3786,21.976
"1798",37,0.0402435331898578,33,4,0.544117,0.896102,1.7157,2.58103,2.91595,3.95623,4.3717,3.57217,1.92285,3.46445,2.92634,2.23048,1.08344,1.75373,1.40607,1.89175,1.07836,2.89283,53.469,76.8153,137.707,193.107,199.533,255.448,248.998,211.522,132.762,0.534156,0.536064,0.363694,0.25719,0.346932,0.285294,0.326692,0.332068,0.477451,2.01108,4.46297,3.30212,5.79334,10.7669,13.4761,17.2761,16.2131,11.0054,9.33609,12.6046,12.6272,16.1797,20.8264,23.1313,27.752,26.6109,20.1553
"188",17,0.281734839144113,4,3,0.515426,0.893511,1.02366,2.17682,2.45259,3.48067,4.66449,3.03598,1.54081,1.70463,2.42427,2.96234,2.20014,3.27274,2.30977,0.887949,2.86765,3.85169,67.8911,118.922,123.294,202.632,206.414,258.048,298.893,211.428,145.933,0.170674,0.188636,0.397947,0.234848,0.543402,0.437576,0.150147,0.448974,0.524242,0.0517714,-1.05635,-1.5084,1.75512,5.88415,8.95258,12.4912,12.6305,9.9205,6.11191,6.51919,5.34248,10.5504,13.2461,16.2826,22.3289,21.1617,17.7673
"3947",44,-0.0753358300378375,73,2,0.457562,0.747106,1.47646,2.12278,2.43449,3.63491,3.45377,2.51458,1.77183,0.816645,2.48872,0.808859,0.984338,3.41068,3.32564,3.53908,4.22019,2.67584,64.5605,72.2492,139.867,183.702,194.561,244.12,230.98,178.364,154.179,0.269866,0.627178,0.192237,0.24878,0.566483,0.422493,0.562811,0.710464,0.561789,-0.283014,2.08541,2.33735,3.50151,6.49752,12.4788,12.1362,12.2182,8.39559,6.9495,7.88412,11.0738,12.76,15.0429,21.6005,20.51,19.8257,16.8161
"617",7,-0.917388032178269,12,4,0.294836,0.408817,1.00882,1.21516,2.05783,2.67994,2.74481,2.07694,1.19525,3.56086,0.88158,2.90891,2.66454,3.84731,3.75395,2.56155,1.48859,3.25621,24.0787,69.5587,99.6624,106.267,154.842,182.956,174.982,160.136,102.883,0.83957,0.482381,0.474839,0.751556,0.644301,0.693778,0.710108,0.455914,0.7,0.566938,-3.003,1.8227,4.56952,9.29765,13.0051,13.0469,12.799,9.81227,3.6314,0.944223,7.77865,11.3502,15.7448,19.8671,19.7933,20.3769,16.658
"2801",26,-0.238021216757452,52,5,0.460309,0.689019,1.31098,2.91433,2.24741,3.31439,4.6671,3.286,2.06403,6.23974,5.07735,2.63061,1.04012,4.84019,2.30102,0.669307,2.49963,3.83148,36.5049,75.9489,118.942,207.056,154.735,196.423,261.191,204.04,139.728,0.833148,0.467539,0.54238,0.158161,0.723248,0.37931,0.121468,0.385317,0.437701,4.41618,1.81225,2.56021,6.05889,7.94186,13.0156,14.2032,13.968,10.4084,9.56718,9.27748,11.7085,18.7367,15.4628,22.0538,26.937,25.5478,21.8658
"4141",10,0.88289851482195,77,1,0.299984,0.495341,1.4303,2.03975,2.09817,3.31458,3.38205,2.12633,1.38788,3.54105,2.31375,1.0471,2.4436,4.09469,2.2209,1.98815,3.92869,5.51738,31.7294,58.4605,124.443,162.594,161.642,223.269,221.152,151.337,120.206,0.59796,0.565162,0.321869,0.372304,0.645873,0.416667,0.317362,0.621917,0.643873,-1.18912,1.18594,2.17073,5.18043,8.34783,12.3201,13.6047,13.0198,10.5084,3.63668,6.95004,10.3526,15.1976,15.7614,20.303,22.8307,20.4791,18.449
"1526",45,-1.32852481191335,28,3,0.421721,0.7784,1.6717,2.66221,2.67661,3.66518,3.87475,3.94573,2.2115,2.42066,0.920067,0.546416,1.08458,2.72377,0.990219,1.40328,1.35929,0.793465,37.9612,77.1243,140.833,179.309,177.179,215.925,223.069,215.711,149.264,0.58172,0.255952,0.189247,0.24,0.462366,0.388889,0.386021,0.176344,0.2,-0.123958,-0.00770616,4.06404,6.0339,9.99406,15.8592,15.6806,17.3361,9.90648,4.50513,6.48402,14.8385,16.0361,18.4766,24.9972,25.3194,29.5761,22.0944
"2400",33,0.366584083902598,44,5,0.291907,0.49672,1.07877,1.74714,2.46546,3.14709,3.40762,3.46387,2.23458,1.79023,1.74244,4.33594,3.91486,5.34781,2.42516,2.47341,1.88091,3.88759,68.5757,90.925,125.807,184.095,202.696,236.339,233.51,234.713,177.587,0.21659,0.486225,0.526728,0.470952,0.611521,0.552381,0.373272,0.287558,0.532857,-1.4218,-2.02054,2.9922,1.09727,5.16778,9.33108,12.6298,14.2966,11.1875,4.97322,5.66322,10.691,9.70918,12.1095,16.7607,21.1157,24.0821,20.387
